Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D,Net Income LTM,Market Cap (USD),Cash Flow Yield,Net Debt (USD),EV at Low Date (USD),P/E at Low Date,Debt Years
PRYMF,Prysmian S.p.A.,Prysmian S. p.,USD,103.19,103.19,2025-12-30,44.2,2025-04-08,2.1,109.78,2025-10-29,95.01,2025-11-07,13.5,3113,0.0231,,,2025-05-02,24.0,50.49,2025-04-21,2025-05-29,True,2070000000,31620089856,0.062,4329000128,19287947462,21.55,3.67
NE,Noble Corp plc,Noble Corporation plc operates as an offshore drilling contractor for the oil and gas industry worldwide.,USD,28.38,28.38,2025-12-30,17.48,2025-04-04,-1.3,47.46,2023-09-12,17.48,2025-04-04,63.2,1640273,0.0256,2025-05-12,38.0,2025-05-12,38.0,18.44,2025-04-14,2025-05-29,True,226728000,4800347648,0.0676,1498973056,4583776351,11.59,3.82
BCKIF,Babcock International Group PLC/ADR,"Babcock International Group PLC, together with its subsidiaries, engages in the design, development, manufacture, and integration of specialist systems for aerospace, defense, and security in the United Kingdom, rest of Europe, Africa, North Ameri...",USD,16.17,16.17,2025-12-30,5.65,2025-01-10,-5.4,17.87,2025-09-30,14.32,2025-11-25,19.9,7263,0.0268,,,2025-02-11,32.0,9.46,2025-04-15,2025-05-28,True,542000000,9762252800,0.0354,364299968,5098419711,19.16,2.02
TBLA,Taboola.com Ltd.,Taboola. com Ltd.,USD,4.54,4.54,2025-12-30,2.54,2025-04-08,34.7,10.5,2021-07-01,1.6,2022-11-08,84.8,1804616,0.0266,2022-11-28,20.0,2025-05-08,30.0,2.75,2025-04-14,2025-05-28,True,-122723000,1271440384,0.1505,53161000,869137953,45.49,0.32
NGD,New Gold Inc. /FI,"New Gold Inc. , an intermediate gold mining company, engages in the development and operation of mineral properties in Canada.",USD,8.81,8.81,2025-12-30,2.47,2024-12-30,21.0,9.33,2025-12-26,,,,16837056,0.0392,,,2025-03-13,73.0,3.35,2025-04-29,2025-05-28,True,111900000,7595268096,0.045,273100000,2934621636,34.88,3.41
JBL,JABIL INC,"Jabil Inc. provides engineering, manufacturing, and supply chain solutions worldwide.",USD,231.57,231.57,2025-12-30,116.73,2025-04-04,7.8,236.11,2025-12-26,,,,1322910,0.0247,,,2025-05-07,33.0,129.59,2025-04-21,2025-05-27,True,3859000000,23697588224,0.0539,1796000000,15658144476,39.05,1.53
HBM,Hudbay Minerals Inc.,"Hudbay Minerals Inc. , a diversified mining company, focuses on the exploration, development, operation, and optimization of properties in North and South America.",USD,19.9,19.9,2025-12-30,6.09,2025-04-08,29.5,20.22,2025-12-26,,,,4345503,0.0313,,,2025-05-12,34.0,6.91,2025-04-14,2025-05-27,True,-30876000,8362698240,0.0677,580099968,3317487003,15.98,1.84
LEVI,LEVI STRAUSS & CO,"Levi Strauss & Co. designs, markets, and sells apparels and related accessories for men, women, and children in the United States and internationally.",USD,21.08,21.08,2025-12-30,12.15,2025-04-08,-13.0,27.02,2021-05-03,12.01,2023-09-21,55.5,1857140,0.0248,2023-12-26,96.0,2025-04-25,17.0,13.81,2025-04-16,2025-05-27,True,1582800000,8676702208,0.0306,1589199872,7171883899,16.5,4.9
GOOS,Canada Goose Holdings Inc.,"Canada Goose Holdings Inc. , together with its subsidiaries, designs, manufactures, and sells performance luxury outerwear, apparel, footwear, and accessories for men, women, youth, children, and babies.",USD,13.09,13.09,2025-12-30,6.88,2025-04-08,-7.3,53.08,2021-11-16,6.88,2025-04-08,87.0,723820,0.0277,2025-05-12,34.0,2025-05-12,34.0,7.78,2025-04-16,2025-05-21,True,320500000,1325312640,0.2875,699899968,1458056748,4.4,3.44
DY,DYCOM INDUSTRIES INC,"Dycom Industries, Inc. provides specialty contracting services to the telecommunications infrastructure and utility industries in the United States.",USD,342.66,342.66,2025-12-30,136.75,2025-03-10,17.5,364.51,2025-12-11,340.02,2025-12-17,6.7,561763,0.0222,,,2025-05-02,53.0,151.59,2025-04-21,2025-05-21,True,643123000,10179230720,0.0457,944253976,5486969587,44.34,3.18
SSL,SASOL LTD,Sasol Limited operates as a chemical and energy company.,USD,6.55,6.55,2025-12-30,2.93,2025-04-08,5.5,24.34,2022-06-08,2.93,2025-04-08,88.0,797300,0.0321,2025-05-13,35.0,2025-05-13,35.0,3.41,2025-05-06,2025-05-21,True,10251000000,4086616320,0.164,76450000896,78624004446,0.32,5.93
PTCT,"PTC THERAPEUTICS, INC.","PTC Therapeutics, Inc. , a biopharmaceutical company, focuses on the discovery, development, and commercialization of medicines to children and adults living with rare disorders in the United States and internationally.",USD,76.19,76.19,2025-12-30,36.19,2025-05-06,22.9,86.25,2025-11-26,73.47,2025-12-09,14.8,1876746,0.022,,,2025-05-20,14.0,36.19,2025-05-06,2025-05-20,True,-2072817000,6170156032,0.2014,784737152,3690370800,4.19,1.76
CW,CURTISS WRIGHT CORP,"Curtiss-Wright Corporation, together with its subsidiaries, provides engineered products, solutions, and services mainly to aerospace and defense, commercial power, process, and industrial markets worldwide.",USD,558.58,558.58,2025-12-30,282.78,2025-04-04,3.0,601.52,2025-11-03,533.58,2025-12-17,11.3,241496,0.0199,,,2025-05-08,34.0,315.99,2025-04-21,2025-05-19,True,1316664000,21951643648,0.0301,907968960,12830453031,36.09,1.76
GIC,GLOBAL INDUSTRIAL Co,"Global Industrial Company, through its subsidiaries, operates as an industrial distributor of various industrial and maintenance, repair, and operation (MRO) products in the United States and Canada.",USD,29.77,29.77,2025-12-30,20.5,2025-04-08,-15.8,43.81,2024-03-21,20.5,2025-04-08,53.2,93806,0.0274,2025-05-16,38.0,2025-05-16,38.0,20.69,2025-04-21,2025-05-19,True,313800000,1189078912,0.0313,47800000,866181981,19.91,0.68
HAFN,Hafnia Ltd,Hafnia Limited owns and operates oil product tankers in Bermuda.,USD,5.33,5.33,2025-12-30,3.58,2025-04-04,-14.3,7.74,2024-05-31,3.58,2025-04-04,53.8,1100700,0.0196,2025-05-05,31.0,2025-05-05,31.0,4.05,2025-04-15,2025-05-16,True,2263406000,2912767232,0.2013,762035032,2832556457,5.78,1.48
WLDN,"Willdan Group, Inc.","Willdan Group, Inc. , together with its subsidiaries, provides professional, technical, and consulting services primarily in the United States.",USD,108.3,108.3,2025-12-30,30.88,2025-03-04,13.0,120.35,2025-08-14,85.27,2025-11-06,29.1,196023,0.031,2025-12-19,43.0,2025-03-07,3.0,36.9,2025-04-21,2025-05-16,True,16631000,1662164224,0.0707,34773000,579043668,27.6,0.53
URBN,URBAN OUTFITTERS INC,"Urban Outfitters, Inc. offers lifestyle products and services.",USD,75.04,75.04,2025-12-30,43.24,2025-04-08,2.8,82.7,2025-12-15,75.04,2025-12-30,9.3,2450250,0.0294,,,2025-05-12,34.0,47.7,2025-04-16,2025-05-16,True,1160451000,7330114048,0.0526,572355968,4850946630,19.17,1.42
HAS,"HASBRO, INC.","Hasbro, Inc. , together with its subsidiaries, operates as a toy and game company in the United States, Europe, Canada, Mexico, Latin America, Australia, China, and Hong Kong.",USD,82.67,82.67,2025-12-30,49.29,2025-04-08,10.8,87.52,2022-01-04,39.34,2023-11-13,55.0,1657196,0.0142,2024-03-21,129.0,2025-05-15,37.0,50.1,2025-04-21,2025-05-16,True,-471500000,12509641728,0.0479,2725699904,9958670198,25.16,4.95
FSS,FEDERAL SIGNAL CORP /DE/,"Federal Signal Corporation designs, manufactures, and supplies a suite of products and integrated solutions for municipal, governmental, industrial, and commercial customers in the United States, Canada, Europe, and internationally.",USD,109.54,109.54,2025-12-30,68.96,2025-04-08,-7.2,129.6,2025-10-29,106.16,2025-11-20,18.1,517070,0.0195,,,2025-05-12,34.0,72.42,2025-04-21,2025-05-16,True,594700000,7047106048,0.0378,188700000,4609483362,29.43,0.86
AENT,ALLIANCE ENTERTAINMENT HOLDING CORP,Alliance Entertainment Holding Corporation operates as a wholesaler and e-commerce provider for the entertainment industry worldwide.,USD,8.03,8.03,2025-12-30,2.24,2025-05-07,16.0,10.5,2023-01-17,0.74,2023-12-15,92.9,61046,0.0452,2024-01-04,20.0,2025-05-16,9.0,2.24,2025-05-07,2025-05-16,True,-12801462,866022208,0.0478,86907000,335451512,26.67,2.13
FUBO,FuboTV Inc.,"fuboTV Inc. operates a live TV streaming platform for live sports, news, and entertainment content in the United States and internationally.",USD,2.51,2.51,2025-12-30,1.25,2024-12-30,-35.6,52.59,2020-12-23,1.04,2023-03-23,98.0,10680416,0.0335,2023-05-05,43.0,2025-01-06,7.0,2.42,2025-05-02,2025-05-16,True,-1404022000,849956352,0.1826,99470976,928863830,8.5,0.79
DBRG,"DigitalBridge Group, Inc.",DigitalBridge (NYSE: DBRG) is a leading global alternative asset manager dedicated to investing in digital infrastructure.,USD,15.28,15.28,2025-12-30,6.79,2025-04-08,28.5,33.65,2021-06-21,6.79,2025-04-08,79.8,8665436,0.0606,2025-05-02,24.0,2025-05-02,24.0,7.63,2025-04-14,2025-05-15,True,-376092000,2998914560,0.0763,3696000,1494373015,66.23,0.02
KARO,Karooooo Ltd.,"Karooooo Ltd. provides a mobility software-as-a-service (SaaS) platform for connected vehicles in South Africa, the rest of Africa, Europe, the Asia-Pacific, the Middle East, and the United States.",USD,45.95,45.95,2025-12-30,35.94,2025-04-08,-19.7,61.45,2025-06-03,41.6,2025-11-20,32.3,36360,0.0322,,,2025-05-15,37.0,37.14,2025-04-21,2025-05-15,False,2706328000,1394214656,0.5785,234160960,1412431403,1.68,0.15
ASRMF,SOUTHEAST AIRPORT GROUP,"Grupo Aeroportuario del Sureste, S.",USD,31.51,31.51,2025-12-30,22.06,2025-04-09,-0.3,36.42,2025-09-15,29.0,2025-11-14,20.4,306,0.0405,,,2025-04-24,15.0,24.76,2025-04-21,2025-05-15,True,39725437000,11382999040,0.3346,5003463680,14002728135,1.32,1.07
IHS,IHS Holding Ltd,"IHS Holding Limited, together with its subsidiaries, develops, owns, and operates shared communications infrastructure in Nigeria, Sub-Saharan Africa, the Middle East and North Africa, and Latin America.",USD,7.47,7.47,2025-12-30,2.92,2024-12-31,8.1,17.43,2021-10-18,2.38,2024-03-07,86.3,910166,0.0232,2024-03-18,11.0,2025-02-10,41.0,4.72,2025-04-23,2025-05-15,True,-4093473000,2590223616,0.1084,3247799936,4831460033,20.97,4.16
HYPMY,Hypermarcas S.A.,Hypera S. A.,USD,4.18,4.18,2025-12-30,2.77,2024-12-27,1.7,8.74,2023-06-30,2.54,2024-12-18,70.9,15850,0.0406,2025-02-14,58.0,2025-04-23,117.0,3.25,2025-04-14,2025-05-15,True,6015855000,2708987648,0.1891,7485116288,9567492193,2.57,4.79
GPAEF,Pacific Airport Group,"Grupo Aeroportuario del Pacífico, S.",USD,26.4,26.4,2025-12-30,7.15,2025-04-09,6.0,26.4,2025-12-18,26.4,2025-12-18,0.0,22,0.0187,,,2025-05-15,36.0,7.15,2025-04-14,2025-05-15,True,33165708000,13550854144,0.1251,41566550016,50399584844,1.31,5.22
PAX,Patria Investments Ltd,Patria Investments Limited operates as a private market investment firm.,USD,15.92,15.92,2025-12-30,9.36,2025-04-08,12.7,17.4,2021-02-08,9.36,2025-04-08,46.2,465873,0.0135,2025-05-14,36.0,2025-05-14,36.0,9.38,2025-04-21,2025-05-14,True,405708000,2805024512,0.1128,118874008,1665703848,21.67,0.48
KKR,KKR & Co. Inc.,KKR & Co. Inc.,USD,128.64,128.64,2025-12-30,92.38,2025-04-04,1.1,166.13,2025-01-31,92.38,2025-04-04,44.4,4096753,0.0209,2025-05-12,38.0,2025-05-12,38.0,97.52,2025-04-21,2025-05-14,True,11019248000,123740217344,0.0417,9950998528,100645053056,58.89,1.96
REVG,"REV Group, Inc.","REV Group, Inc. , together with its subsidiaries, designs, manufactures, and distributes specialty vehicles, and related aftermarket parts and services in North America and internationally.",USD,61.14,61.14,2025-12-30,27.16,2025-03-04,10.8,63.78,2025-09-11,48.8,2025-11-20,23.5,747010,0.0247,,,2025-05-05,62.0,29.05,2025-04-21,2025-05-13,True,413300000,3228526592,0.0313,26500000,1449199108,23.75,0.14
HLIO,"HELIOS TECHNOLOGIES, INC.","Helios Technologies, Inc. , together with its subsidiaries, provides engineered motion control and electronic controls technology solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific.",USD,54.26,54.26,2025-12-30,25.6,2025-04-21,3.7,110.96,2021-11-18,25.6,2025-04-21,76.9,272676,0.0235,2025-05-13,22.0,2025-05-13,22.0,25.6,2025-04-21,2025-05-13,True,279500000,1955745024,0.0548,382500000,1234885170,36.27,4.32
HNRG,HALLADOR ENERGY CO,"Hallador Energy Company, through its subsidiaries, engages in the production of steam coal for the electric power generation industry in Indiana.",USD,19.02,19.02,2025-12-30,8.6,2025-03-10,-4.7,23.81,2025-11-11,17.31,2025-12-17,27.3,574866,0.045,,,2025-03-17,7.0,13.19,2025-04-15,2025-05-13,True,-166994000,816459840,0.0444,40570000,618621811,,0.75
MEOH,METHANEX CORP,"Methanex Corporation produces and supplies methanol in Asia Pacific, North America, Europe, and South America.",USD,40.28,40.28,2025-12-30,25.5,2025-04-08,2.3,53.3,2024-05-20,25.5,2025-04-08,52.2,407426,0.0285,2025-05-12,34.0,2025-05-12,34.0,26.45,2025-04-16,2025-05-13,True,1174314000,3496519680,0.1265,3201396960,5277189689,11.07,3.45
ZIM,ZIM Integrated Shipping Services Ltd.,ZIM Integrated Shipping Services Ltd.,USD,21.01,21.01,2025-12-30,11.21,2025-04-08,53.2,26.6,2022-03-22,4.08,2023-11-28,84.7,5334213,0.0324,2023-12-15,17.0,2025-04-30,22.0,12.4,2025-04-21,2025-05-13,True,8711800000,2700259840,0.6268,3710300160,5270224904,0.79,1.31
BTE,BAYTEX ENERGY CORP.,"Baytex Energy Corp. , an energy company, engages in the acquisition, development, and production of crude oil and natural gas in the Western Canadian Sedimentary Basin and in the Eagle Ford, the United States.",USD,3.24,3.24,2025-12-30,1.47,2025-04-08,38.5,6.76,2022-06-09,1.47,2025-04-08,78.3,18083293,0.032,2025-05-13,35.0,2025-05-13,35.0,1.48,2025-05-07,2025-05-13,True,2472446000,2481813504,0.1662,2002875032,3149511365,5.3,4.77
NABL,"N-able, Inc.","N-able, Inc. provides cloud-based security, data protection, and unified endpoint management software solutions for managed service providers in the United States, the United Kingdom, and internationally.",USD,7.54,7.54,2025-12-30,6.22,2025-04-21,-3.6,16.0,2021-07-19,6.22,2025-04-21,61.1,830840,0.024,2025-05-13,22.0,2025-05-13,22.0,6.22,2025-04-21,2025-05-13,False,71190000,1360188672,0.0336,267593000,1431330665,169.03,4.22
DAL,"DELTA AIR LINES, INC.","Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally.",USD,69.34,69.34,2025-12-30,35.54,2025-04-08,24.0,72.06,2025-12-22,69.34,2025-12-30,3.8,7529163,0.0242,,,2025-05-08,30.0,39.1,2025-04-21,2025-05-13,True,9664000000,46549716992,0.0382,18286999040,44059440290,10.94,5.95
AGCO,AGCO CORP /DE,AGCO Corporation manufactures and distributes agricultural equipment and replacement parts worldwide.,USD,104.73,104.73,2025-12-30,75.16,2025-04-08,0.1,133.03,2023-07-19,75.16,2025-04-08,43.5,732346,0.0178,2025-05-09,31.0,2025-05-09,31.0,79.26,2025-04-21,2025-05-12,True,2533200000,8456342528,0.0449,2137200000,8100369432,,2.85
ZBRA,ZEBRA TECHNOLOGIES CORP,"Zebra Technologies Corporation, together with its subsidiaries, provides enterprise asset intelligence solutions in the automatic identification and data capture solutions industry worldwide.",USD,246.74,246.74,2025-12-30,213.54,2025-04-08,-15.4,614.55,2021-12-10,197.99,2023-11-01,67.8,619233,0.0273,2023-12-14,43.0,2025-05-12,34.0,222.05,2025-04-21,2025-05-12,False,2124000000,12947209216,0.0574,1307000000,12597166157,25.89,1.65
CIEN,CIENA CORP,"Ciena Corporation, a network technology company, provides hardware, software, and services for various network operators in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and India.",USD,238.36,238.36,2025-12-30,53.5,2025-04-04,57.1,242.37,2025-12-11,203.9,2025-12-17,15.9,3285496,0.0361,,,2025-05-01,27.0,57.84,2025-04-21,2025-05-12,True,615023000,32133238784,0.0404,318798976,8477472774,99.98,0.48
ALRS,ALERUS FINANCIAL CORP,"Alerus Financial Corporation operates as the bank holding company for Alerus Financial, National Association that provides various financial services to businesses and consumers in the United States.",USD,22.32,22.32,2025-12-30,15.66,2025-04-11,3.2,31.67,2021-11-05,12.14,2023-05-08,61.7,86796,0.0156,2023-06-02,25.0,2025-05-05,24.0,15.98,2025-04-14,2025-05-12,True,122162000,604709824,0.0445,202345992,619877667,22.62,4.21
WOR,"WORTHINGTON ENTERPRISES, INC.","Worthington Enterprises, Inc. operates as an industrial manufacturing company.",USD,51.91,51.91,2025-12-30,38.43,2025-01-02,-5.7,66.97,2025-08-27,51.91,2025-12-30,22.5,209890,0.0154,,,2025-03-26,83.0,46.01,2025-04-21,2025-05-12,False,842591000,2665945600,0.0443,165380992,2477294605,25.08,1.06
APTV,Aptiv PLC,"Aptiv PLC engages in design, manufacture, and sale of vehicle components for the automotive and commercial vehicle markets in North America, Europe, the Middle East, Africa, the Asia Pacific, South America, and internationally.",USD,76.9,76.9,2025-12-30,47.92,2025-04-11,-11.7,178.12,2021-11-03,47.92,2025-04-11,73.1,2197103,0.0178,2025-05-12,31.0,2025-05-12,31.0,50.1,2025-04-14,2025-05-12,True,5909000000,18825334784,0.0743,6529999872,17439766071,17.6,3.69
TPR,"TAPESTRY, INC.","Tapestry, Inc. provides accessories and lifestyle brand products in North America, Greater China, rest of Asia, and internationally.",USD,129.53,129.53,2025-12-30,59.9,2025-04-08,14.2,131.3,2025-12-26,,,,2991966,0.0238,,,2025-05-12,34.0,62.14,2025-04-16,2025-05-12,True,2791500000,27639375872,0.0414,3456100096,16470536226,18.58,3.2
VAL,Valaris Ltd,"Valaris Limited, together with its subsidiaries, provides offshore contract drilling services in Brazil, the United Kingdom, U.",USD,50.64,50.64,2025-12-30,28.94,2025-04-08,-1.1,79.98,2024-07-15,28.94,2025-04-08,63.8,1018040,0.0312,2025-05-09,31.0,2025-05-09,31.0,30.1,2025-04-16,2025-05-12,True,1415300000,3795677696,0.068,500999936,2644525290,13.36,2.01
MNSO,MINISO Group Holding Ltd,"MINISO Group Holding Limited, an investment holding company, engages in the retail and wholesale of design-led lifestyle and pop toy products in Mainland China, the rest of Asia, North and Latin America, Europe, and internationally.",USD,18.93,18.93,2025-12-30,14.31,2025-04-08,-16.0,31.31,2021-02-08,4.2,2022-09-27,86.6,657200,0.0194,2022-10-04,7.0,2025-05-09,31.0,15.6,2025-04-16,2025-05-12,True,3609646000,5971927040,0.1765,3226794496,7963045965,2.54,2.3
SIG,SIGNET JEWELERS LTD,Signet Jewelers Limited operates as a diamond jewelry retailer.,USD,83.04,83.04,2025-12-30,45.99,2025-03-13,-13.3,107.25,2024-05-31,45.99,2025-03-13,57.1,1008956,0.0279,2025-03-24,11.0,2025-03-24,11.0,51.93,2025-04-21,2025-05-12,True,2018200000,3687444992,0.197,917600032,3063729831,19.95,1.55
RL,RALPH LAUREN CORP,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally.",USD,358.66,358.66,2025-12-30,180.73,2025-04-08,13.3,370.76,2025-12-15,356.89,2025-12-29,3.7,686720,0.0175,,,2025-05-05,27.0,199.96,2025-04-14,2025-05-12,True,2512000000,22138085376,0.0576,1226699904,13460952656,21.3,1.84
SHOO,"STEVEN MADDEN, LTD.","Steven Madden, Ltd. designs, sources, and markets fashion-forward branded and private label footwear, accessories, and apparel in the United States and internationally.",USD,42.19,42.19,2025-12-30,19.15,2025-04-16,23.6,48.13,2024-10-01,19.15,2025-04-16,60.2,947846,0.0261,2025-05-12,26.0,2025-05-12,26.0,19.15,2025-04-16,2025-05-12,True,747683000,3312475392,0.0319,431381968,1851118124,10.88,3.24
GCT,GigaCloud Technology Inc,GigaCloud Technology Inc. provides end-to-end B2B ecommerce solutions for large parcel merchandise in the United States and internationally.,USD,39.52,39.52,2025-12-30,11.58,2025-04-10,45.7,48.01,2022-08-19,4.27,2022-11-02,91.1,560006,0.0455,2022-11-07,5.0,2025-05-12,32.0,12.03,2025-04-21,2025-05-12,True,273145000,1557868416,0.2282,96133984,549256712,4.59,0.51
SCSC,"SCANSOURCE, INC.","ScanSource, Inc. engages in the distribution of technology products and solutions in the United States and internationally.",USD,39.54,39.54,2025-12-30,29.63,2025-04-08,-9.8,53.11,2024-12-11,29.63,2025-04-08,44.2,186630,0.0177,2025-05-09,31.0,2025-05-09,31.0,31.11,2025-04-14,2025-05-12,True,327215000,892394624,0.14,20194000,706702397,13.34,0.25
GTES,Gates Industrial Corp plc,Gates Industrial Corporation plc manufactures and sells engineered power transmission and fluid power solutions worldwide.,USD,21.82,21.82,2025-12-30,15.56,2025-04-08,-13.4,26.14,2025-08-28,21.18,2025-11-20,19.0,2160256,0.0232,,,2025-05-08,30.0,16.36,2025-04-21,2025-05-12,True,945700000,5808726016,0.0384,1678300160,5903767514,28.9,5.88
GTM,ZoomInfo Technologies Inc.,"ZoomInfo Technologies Inc. , together with its subsidiaries, provides go-to-market intelligence and engagement platform for sales, marketing, operations, and recruiting professionals in the United States and internationally.",USD,10.03,10.03,2025-12-30,7.41,2025-04-08,-2.3,77.35,2021-11-17,7.41,2025-04-08,90.4,4979273,0.021,2025-05-12,34.0,2025-05-12,34.0,7.67,2025-04-21,2025-05-12,True,316400000,3371113728,0.0484,1421300064,3865198194,37.48,4.09
DGII,DIGI INTERNATIONAL INC,"Digi International Inc. provides business and mission-critical Internet of Things (IoT) connectivity products, services, and solutions in the United States, Europe, the Middle East, Africa, and internationally.",USD,44.15,44.15,2025-12-30,23.13,2025-04-08,21.5,47.21,2025-12-11,43.56,2025-12-17,7.7,314356,0.0209,,,2025-05-08,30.0,25.81,2025-04-14,2025-05-12,True,107462000,1592659968,0.0718,149282000,1119462639,29.9,1.42
QRVO,"Qorvo, Inc.","Qorvo, Inc. engages in development and commercialization of technologies and products for wireless, wired, and power markets in the United States, China, rest of Asia, Taiwan, and Europe.",USD,85.81,85.81,2025-12-30,50.81,2025-04-08,-5.2,199.54,2021-04-29,50.81,2025-04-08,74.5,1083900,0.0226,2025-04-30,22.0,2025-04-30,22.0,56.82,2025-04-16,2025-05-12,True,1121798000,7679184896,0.0774,445900032,5710515284,95.37,0.83
HIMX,"Himax Technologies, Inc.","Himax Technologies, Inc. , a fabless semiconductor company, provides display imaging processing technologies in China, Taiwan, Korea, Japan, the United States, and internationally.",USD,8.23,8.23,2025-12-30,5.66,2025-04-08,-4.7,12.4,2021-06-30,4.19,2022-09-30,66.2,1035203,0.0366,2022-11-10,41.0,2025-05-02,24.0,6.03,2025-04-21,2025-05-12,True,804249000,1444784768,0.0544,320989024,1419445301,19.06,2.31
PRIM,Primoris Services Corp,Primoris Services Corporation provides infrastructure services primarily in the United States and Canada.,USD,124.33,124.33,2025-12-30,52.58,2025-04-04,-11.0,144.26,2025-10-29,116.43,2025-11-13,19.3,1155453,0.0302,,,2025-05-08,34.0,53.84,2025-04-21,2025-05-12,True,555793000,6745938944,0.1319,530374016,3444338722,18.6,1.08
ON,ON SEMICONDUCTOR CORP,"ON Semiconductor Corporation provides intelligent sensing and power solutions in Hong Kong, Singapore, the United Kingdom, the United States, and internationally.",USD,54.24,54.24,2025-12-30,31.95,2025-04-08,12.2,108.09,2023-08-01,31.95,2025-04-08,70.4,9195786,0.0313,2025-05-02,24.0,2025-05-02,24.0,34.25,2025-04-16,2025-05-12,True,6668300000,24902426624,0.0808,760300032,14767659292,47.4,0.56
NVT,nVent Electric plc,"nVent Electric plc designs, manufactures, markets, installs, and services electrical connection and protection solutions in North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally.",USD,103.01,103.01,2025-12-30,44.83,2025-04-08,3.1,114.35,2025-10-31,94.99,2025-12-17,16.9,2279766,0.0255,,,2025-05-02,24.0,47.93,2025-04-21,2025-05-12,True,1571600000,16574853120,0.0446,1603699936,9402207283,16.37,3.97
LFUS,LITTELFUSE INC /DE,"Littelfuse, Inc. designs, manufactures, and sells electronic components, modules, and subassemblies.",USD,257.35,257.35,2025-12-30,148.31,2025-04-08,0.1,317.49,2021-11-17,148.31,2025-04-08,53.3,206270,0.0182,2025-05-05,27.0,2025-05-05,27.0,150.94,2025-04-16,2025-05-12,True,1016787000,6792682496,0.0627,73637952,3868157139,76.13,0.19
NUS,"NU SKIN ENTERPRISES, INC.","Nu Skin Enterprises, Inc. , together with its subsidiaries, engages in the development and distribution of various beauty and wellness products worldwide.",USD,9.71,9.71,2025-12-30,5.38,2025-04-17,-18.7,53.15,2021-06-09,5.38,2025-04-17,89.9,445433,0.0314,2025-05-12,25.0,2025-05-12,25.0,5.38,2025-04-17,2025-05-12,True,114045000,503100768,0.0683,67273024,334423441,3.35,1.26
MAT,MATTEL INC /DE/,"Mattel, Inc. , a toy and family entertainment company, designs, manufactures, and markets toys and consumer products in North America, Latin America, Europe, the Middle East, Africa, and the Asia Pacific.",USD,19.99,19.99,2025-12-30,14.55,2025-04-21,15.7,26.97,2022-05-04,14.55,2025-04-21,46.1,3966346,0.0223,2025-05-12,21.0,2025-05-12,21.0,14.55,2025-04-21,2025-05-12,True,2053069000,7139952128,0.1303,1982885888,6670895949,9.91,4.06
MEG,"Montrose Environmental Group, Inc.","Montrose Environmental Group, Inc.",USD,25.58,25.58,2025-12-30,10.74,2025-04-08,-9.2,78.21,2021-11-16,10.74,2025-04-08,86.3,326883,0.0259,2025-04-14,6.0,2025-04-14,6.0,14.09,2025-04-21,2025-05-12,True,-150317000,909944960,0.0483,361788984,859696717,,5.02
META,"Meta Platforms, Inc.","Meta Platforms, Inc. engages in the development of products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality and mixed reality headsets, augmented reality, and wearables wo...",USD,665.95,665.95,2025-12-30,483.57,2025-04-21,-7.1,788.82,2025-08-12,588.67,2025-11-20,25.4,17024296,0.0216,,,2025-05-12,21.0,483.57,2025-04-21,2025-05-12,True,164028000000,1628412051456,0.0335,6612000768,1228210915160,22.98,0.15
GAP,GAP INC,"The Gap, Inc. operates as an apparel retail company.",USD,25.9,25.9,2025-12-30,17.21,2025-04-08,20.6,30.39,2021-05-17,6.79,2023-05-25,77.7,8927973,0.0258,2023-06-12,18.0,2025-05-02,24.0,17.96,2025-04-16,2025-05-12,True,1400000000,10570015744,0.0656,2999000320,9779133470,14.13,3.85
LAZ,"Lazard, Inc.","Lazard, Inc. operates as a financial advisory and asset management firm in the Americas, Europe, the Middle East, Africa, and the Asia Pacific.",USD,49.43,49.43,2025-12-30,32.34,2025-04-08,-3.1,58.01,2024-11-06,32.34,2025-04-08,44.2,923013,0.02,2025-05-08,30.0,2025-05-08,30.0,33.31,2025-04-21,2025-05-12,True,1090014000,4811253760,0.087,1248120960,4512866525,12.82,2.84
TDW,TIDEWATER INC,"Tidewater Inc. , together with its subsidiaries, provides offshore support vessels and marine support services to the offshore energy industry through the operation of a fleet of offshore marine service vessels worldwide.",USD,50.75,50.75,2025-12-30,32.27,2025-04-16,-7.4,108.83,2024-05-07,32.27,2025-04-16,70.3,689610,0.0319,2025-05-12,26.0,2025-05-12,26.0,32.27,2025-04-16,2025-05-12,True,127123000,2810231040,0.1114,247293984,1846697083,12.7,0.85
